# dataset: GeoCSV 2.0
# delimiter: ,
# SID: TA_M65A__BHZ
# sample_count: 4801
# sample_rate_hz: 40
# start_time: 2020-11-08T14:10:00.000000Z
# latitude_deg: 41.562
# longitude_deg: -70.646599
# elevation_m: 22.0
# depth_m: 0.0
# azimuth_deg: 0.0
# dip_deg: -90
# instrument: Streckeisen STS-2 G3/Quanterra 330 Linear Phase Co
# scale_factor: 6.27192E8
# scale_frequency_hz: 0.2
# scale_units: M/S
# field_unit: UTC, Counts
# field_type: datetime, INTEGER
Time, Sample
2020-11-08T14:10:08.225000Z, 3046
2020-11-08T14:10:08.250000Z, 2834
2020-11-08T14:10:08.275000Z, 2714
2020-11-08T14:10:08.300000Z, 2920
2020-11-08T14:10:08.325000Z, 2874
2020-11-08T14:10:08.350000Z, 2754
2020-11-08T14:10:08.375000Z, 2774
2020-11-08T14:10:08.400000Z, 2732
2020-11-08T14:10:08.425000Z, 2814
2020-11-08T14:10:08.450000Z, 2889
2020-11-08T14:10:08.475000Z, 2872
2020-11-08T14:10:08.500000Z, 2917
2020-11-08T14:10:08.525000Z, 2888
2020-11-08T14:10:08.550000Z, 2894
2020-11-08T14:10:08.575000Z, 2865
2020-11-08T14:10:08.600000Z, 2816
2020-11-08T14:10:08.625000Z, 2950
2020-11-08T14:10:08.650000Z, 3001
2020-11-08T14:10:08.675000Z, 2978
2020-11-08T14:10:08.700000Z, 2877
2020-11-08T14:10:08.725000Z, 2789
2020-11-08T14:10:08.750000Z, 2859
2020-11-08T14:10:08.775000Z, 2844
2020-11-08T14:10:08.800000Z, 2789
2020-11-08T14:10:08.825000Z, 2594
2020-11-08T14:10:08.850000Z, 2389
2020-11-08T14:10:08.875000Z, 2409
2020-11-08T14:10:08.900000Z, 2403
2020-11-08T14:10:08.925000Z, 2454
2020-11-08T14:10:08.950000Z, 2509
2020-11-08T14:10:08.975000Z, 2563
2020-11-08T14:10:09.000000Z, 2673
2020-11-08T14:10:09.025000Z, 2561
2020-11-08T14:10:09.050000Z, 2497
2020-11-08T14:10:09.075000Z, 2627
2020-11-08T14:10:09.100000Z, 2707
2020-11-08T14:10:09.125000Z, 2780
2020-11-08T14:10:09.150000Z, 2749
2020-11-08T14:10:09.175000Z, 2641
2020-11-08T14:10:09.200000Z, 2625
2020-11-08T14:10:09.225000Z, 2540
2020-11-08T14:10:09.250000Z, 2495
2020-11-08T14:10:09.275000Z, 2543
2020-11-08T14:10:09.300000Z, 2367
2020-11-08T14:10:09.325000Z, 2200
2020-11-08T14:10:09.350000Z, 2176
2020-11-08T14:10:09.375000Z, 2171
2020-11-08T14:10:09.400000Z, 2281
2020-11-08T14:10:09.425000Z, 2344
2020-11-08T14:10:09.450000Z, 2379
2020-11-08T14:10:09.475000Z, 2397
2020-11-08T14:10:09.500000Z, 2384
2020-11-08T14:10:09.525000Z, 2563
2020-11-08T14:10:09.550000Z, 2624
2020-11-08T14:10:09.575000Z, 2528
2020-11-08T14:10:09.600000Z, 2520
2020-11-08T14:10:09.625000Z, 2388
2020-11-08T14:10:09.650000Z, 2328
2020-11-08T14:10:09.675000Z, 2335
2020-11-08T14:10:09.700000Z, 2269
2020-11-08T14:10:09.725000Z, 2386
2020-11-08T14:10:09.750000Z, 2377
2020-11-08T14:10:09.775000Z, 2250
2020-11-08T14:10:09.800000Z, 2208
2020-11-08T14:10:09.825000Z, 2081
2020-11-08T14:10:09.850000Z, 2156
2020-11-08T14:10:09.875000Z, 2309
2020-11-08T14:10:09.900000Z, 2341
2020-11-08T14:10:09.925000Z, 2410
2020-11-08T14:10:09.950000Z, 2332
2020-11-08T14:10:09.975000Z, 2213
2020-11-08T14:10:10.000000Z, 2215
2020-11-08T14:10:10.025000Z, 2329
2020-11-08T14:10:10.050000Z, 2543
2020-11-08T14:10:10.075000Z, 2566
2020-11-08T14:10:10.100000Z, 2444
2020-11-08T14:10:10.125000Z, 2437
2020-11-08T14:10:10.150000Z, 2390
2020-11-08T14:10:10.175000Z, 2464
2020-11-08T14:10:10.200000Z, 2666
2020-11-08T14:10:10.225000Z, 2603
2020-11-08T14:10:10.250000Z, 2433
2020-11-08T14:10:10.275000Z, 2314
2020-11-08T14:10:10.300000Z, 2288
2020-11-08T14:10:10.325000Z, 2206
2020-11-08T14:10:10.350000Z, 2109
2020-11-08T14:10:10.375000Z, 2294
2020-11-08T14:10:10.400000Z, 2336
2020-11-08T14:10:10.425000Z, 2220
2020-11-08T14:10:10.450000Z, 2225
2020-11-08T14:10:10.475000Z, 2251
2020-11-08T14:10:10.500000Z, 2344
2020-11-08T14:10:10.525000Z, 2470
2020-11-08T14:10:10.550000Z, 2574
2020-11-08T14:10:10.575000Z, 2624
2020-11-08T14:10:10.600000Z, 2644
2020-11-08T14:10:10.625000Z, 2600
2020-11-08T14:10:10.650000Z, 2640
2020-11-08T14:10:10.675000Z, 2731
2020-11-08T14:10:10.700000Z, 2562
2020-11-08T14:10:10.725000Z, 2463
2020-11-08T14:10:10.750000Z, 2528
2020-11-08T14:10:10.775000Z, 2489
2020-11-08T14:10:10.800000Z, 2504
2020-11-08T14:10:10.825000Z, 2560
2020-11-08T14:10:10.850000Z, 2511
2020-11-08T14:10:10.875000Z, 2440
2020-11-08T14:10:10.900000Z, 2388
2020-11-08T14:10:10.925000Z, 2493
2020-11-08T14:10:10.950000Z, 2708
2020-11-08T14:10:10.975000Z, 2779
2020-11-08T14:10:11.000000Z, 2810
2020-11-08T14:10:11.025000Z, 2833
2020-11-08T14:10:11.050000Z, 2826
2020-11-08T14:10:11.075000Z, 2890
2020-11-08T14:10:11.100000Z, 2956
2020-11-08T14:10:11.125000Z, 2885
2020-11-08T14:10:11.150000Z, 2725
2020-11-08T14:10:11.175000Z, 2770
2020-11-08T14:10:11.200000Z, 2902
2020-11-08T14:10:11.225000Z, 2920
2020-11-08T14:10:11.250000Z, 2963
2020-11-08T14:10:11.275000Z, 2924
2020-11-08T14:10:11.300000Z, 2857
2020-11-08T14:10:11.325000Z, 2753
2020-11-08T14:10:11.350000Z, 2703
2020-11-08T14:10:11.375000Z, 2843
2020-11-08T14:10:11.400000Z, 2829
2020-11-08T14:10:11.425000Z, 2696
2020-11-08T14:10:11.450000Z, 2555
2020-11-08T14:10:11.475000Z, 2542
2020-11-08T14:10:11.500000Z, 2822
2020-11-08T14:10:11.525000Z, 2956
2020-11-08T14:10:11.550000Z, 2815
2020-11-08T14:10:11.575000Z, 2776
2020-11-08T14:10:11.600000Z, 2894
2020-11-08T14:10:11.625000Z, 2977
2020-11-08T14:10:11.650000Z, 2842
2020-11-08T14:10:11.675000Z, 2831
2020-11-08T14:10:11.700000Z, 3094
2020-11-08T14:10:11.725000Z, 3066
2020-11-08T14:10:11.750000Z, 2856
2020-11-08T14:10:11.775000Z, 2819
2020-11-08T14:10:11.800000Z, 2836
2020-11-08T14:10:11.825000Z, 2720
2020-11-08T14:10:11.850000Z, 2581
2020-11-08T14:10:11.875000Z, 2678
2020-11-08T14:10:11.900000Z, 2737
2020-11-08T14:10:11.925000Z, 2703
2020-11-08T14:10:11.950000Z, 2865
2020-11-08T14:10:11.975000Z, 3101
2020-11-08T14:10:12.000000Z, 3013
2020-11-08T14:10:12.025000Z, 2696
2020-11-08T14:10:12.050000Z, 3506
2020-11-08T14:10:12.075000Z, 2669
2020-11-08T14:10:12.100000Z, 2814
2020-11-08T14:10:12.125000Z, 3315
2020-11-08T14:10:12.150000Z, 1329
2020-11-08T14:10:12.175000Z, 4837
2020-11-08T14:10:12.200000Z, -995
2020-11-08T14:10:12.225000Z, 4671
2020-11-08T14:10:12.250000Z, 2370
2020-11-08T14:10:12.275000Z, -1014
2020-11-08T14:10:12.300000Z, 12440
2020-11-08T14:10:12.325000Z, -13516
2020-11-08T14:10:12.350000Z, 26867
2020-11-08T14:10:12.375000Z, -37637
2020-11-08T14:10:12.400000Z, -185357
2020-11-08T14:10:12.425000Z, -81378
2020-11-08T14:10:12.450000Z, 27983
2020-11-08T14:10:12.475000Z, 49597
2020-11-08T14:10:12.500000Z, 44044
2020-11-08T14:10:12.525000Z, 57347
2020-11-08T14:10:12.550000Z, 190377
2020-11-08T14:10:12.575000Z, 50822
2020-11-08T14:10:12.600000Z, -128144
2020-11-08T14:10:12.625000Z, -30658
2020-11-08T14:10:12.650000Z, -80781
2020-11-08T14:10:12.675000Z, 26433
2020-11-08T14:10:12.700000Z, 102131
2020-11-08T14:10:12.725000Z, 39562
2020-11-08T14:10:12.750000Z, 104004
2020-11-08T14:10:12.775000Z, -76142
2020-11-08T14:10:12.800000Z, -52909
2020-11-08T14:10:12.825000Z, -6070
2020-11-08T14:10:12.850000Z, -3865
2020-11-08T14:10:12.875000Z, 92755
2020-11-08T14:10:12.900000Z, -84704
2020-11-08T14:10:12.925000Z, -53478
2020-11-08T14:10:12.950000Z, 144025
2020-11-08T14:10:12.975000Z, 193483
2020-11-08T14:10:13.000000Z, 44852
2020-11-08T14:10:13.025000Z, -158608
2020-11-08T14:10:13.050000Z, -98314
2020-11-08T14:10:13.075000Z, -2815
2020-11-08T14:10:13.100000Z, -52071
2020-11-08T14:10:13.125000Z, 24477
